Ticker,Name,Sector,P/E,P/B,PEG,D/E,ROIC,Dividend Yield %,1M %,1Y %,Peter Lynch,Personal Model
WPP.L,WPP PLC ORD 10P,Communication Services,7.5,125.09,,1.98,,0.0,-14.26,-46.47,0.0,25.0
SOL.AX,SOUL W.H. FPO [SOL],Financial Services,29.41,1.48,,0.11,,0.02,0.72,25.53,0.0,25.0
WIX,Wix.com Ltd.,Technology,47.43,-58.36,0.56,0.0,0.43,0.0,-22.25,-24.38,3.57,75.0
AM,Antero Midstream Corporation,Energy,19.41,4.24,,1.45,0.16,0.05,6.4,40.81,0.0,62.5
7201.T,NISSAN MOTOR CO,Consumer Cyclical,,0.24,,1.6,0.02,0.0,8.84,-19.39,0.0,0.0
CAD.TO,,,,,,0.0,,,,,0.0,12.5
APA.AX,APA GROUP STAPLED [APA],Utilities,,4.01,,5.17,,0.07,3.12,18.29,0.0,12.5
VER,,,,,,0.0,,,,,0.0,12.5
INDT.ST,Indutrade AB,Industrials,31.84,5.27,,0.6,0.24,0.01,-13.19,-21.17,0.0,50.0
REC,Emles Real Estate Credit ETF,,,,,0.0,,,0.0,0.0,0.0,12.5
ACI,"Albertsons Companies, Inc.",Consumer Defensive,12.02,3.45,1.97,4.44,0.14,0.03,-11.08,3.92,1.02,75.0
AIA.NZ,Auckland International Airport ,Industrials,191.0,1.28,,0.25,,0.02,1.87,4.98,0.0,25.0
DCC.L,DCC PLC ORD EUR0.25 (CDI),Energy,22.4,152.18,,0.73,,0.0,-0.84,-8.81,0.0,12.5
BFB,,,,,,0.0,,,,,0.0,12.5
BEIJ-B.ST,Beijer Ref AB ser. B,Industrials,37.16,4.04,,0.58,0.17,0.01,12.08,6.16,0.0,37.5
H78,,,,,,0.0,,,,,0.0,12.5
4528.T,ONO PHARMACEUTICAL CO,Healthcare,16.05,1.04,,0.18,0.07,0.05,8.0,-17.34,0.0,25.0
2413.T,M3 INC,Healthcare,36.35,3.93,,0.06,0.08,0.01,13.77,86.68,0.0,25.0
GJF.OL,GJENSIDIGE FORSIKRING,Financial Services,22.11,6.22,,0.22,,0.03,8.69,62.02,0.0,62.5
SIGN.SW,SIG GROUP N,Consumer Cyclical,27.67,1.85,,0.96,,0.04,-8.87,-21.07,0.0,25.0
KESKOB,,,,,,0.0,,,,,0.0,12.5
HKD.HK,Rainbow China Growth HKD,,,,,0.0,,,,,0.0,12.5
WFG.TO,WEST FRASER TIMBER CO LTD,Basic Materials,,1.13,,0.05,-0.02,0.01,-4.97,-14.25,0.0,25.0
MNDI.L,MONDI PLC ORD EUR 0.22,Basic Materials,28.39,99.92,,0.54,,0.0,-9.06,-25.11,0.0,12.5
EMP.A.TO,,,,,,0.0,,,,,0.0,12.5
SOBI.ST,Swedish Orphan Biovitrum AB,Healthcare,21.6,2.41,1.79,0.33,0.12,0.0,-3.81,-1.02,1.12,87.5
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,8.35,1.36,,2.29,0.11,0.02,-14.68,-29.13,0.0,50.0
RAND,Rand Capital Corporation,Financial Services,,0.88,,0.0,,0.07,0.42,20.93,0.0,12.5
1928.HK,SANDS CHINA LTD,Consumer Cyclical,19.92,158.43,1.55,7.91,,0.0,5.56,48.21,1.29,62.5
EVK,,,,,,0.0,,,,,0.0,12.5
TEMN.SW,TEMENOS N,Technology,37.85,9.63,1.43,1.66,0.33,0.0,25.41,18.78,1.39,87.5
9005.T,TOKYU CORP,Consumer Cyclical,13.7,1.26,,1.46,0.02,0.01,8.59,11.52,0.0,12.5
BIM,bioMerieux SA,,,,,0.0,,,,,0.0,12.5
5201.T,AGC INC,Industrials,28.61,0.71,,0.41,-0.03,0.05,6.6,6.84,0.0,37.5
U96.SI,Sembcorp Ind,Industrials,12.0,2.23,1.62,1.66,,0.0,-9.68,47.12,1.23,50.0
9107.T,KAWASAKI KISEN KAISHA,Industrials,4.81,0.87,,0.17,0.03,0.05,8.72,19.89,0.0,37.5
P911,,,,,,0.0,,,,,0.0,12.5
6586.T,MAKITA CORP,Industrials,17.11,1.47,7.63,0.02,0.04,0.02,13.57,26.49,0.26,50.0
9CI.SI,CapitaLandInvest,Real Estate,30.78,1.02,1.32,0.56,,0.04,2.97,15.99,1.51,50.0
LUG.TO,LUNDIN GOLD INC,Basic Materials,24.21,15.58,,0.0,0.78,0.0,10.13,276.23,0.0,75.0
1878.T,DAITO TRUST CONSTRUCTION CO,Real Estate,11.35,2.34,,0.4,0.09,0.04,5.37,-0.29,0.0,37.5
DIE,,,,,,0.0,,,,,0.0,12.5
SRT3,,,,,,0.0,,,,,0.0,12.5
INDU-C.ST,"Industrivärden, AB ser. C",Financial Services,12.13,0.96,,0.04,,0.02,2.19,9.62,0.0,37.5
DIM,WisdomTree International MidCap,,14.61,,,0.0,,,1.63,30.29,0.0,25.0
LAND.L,LAND SECURITIES GROUP PLC ORD 1,Real Estate,11.04,66.71,,0.7,,0.0,-1.76,-5.28,0.0,25.0
STERV,,,,,,0.0,,,,,0.0,12.5
4091.T,NIPPON SANSO HOLDINGS CORPORATI,Basic Materials,24.22,2.36,,0.83,0.05,0.01,-0.22,30.3,0.0,12.5
9435.T,HIKARI TSUSHIN INC,Industrials,16.16,2.07,,0.99,0.05,0.02,3.21,74.95,0.0,25.0
7735.T,SCREEN HOLDINGS CO LTD,Technology,11.79,2.76,,0.01,0.13,0.03,-0.9,27.56,0.0,62.5
VCX.AX,VICINITY STAPLED [VCX],Real Estate,13.89,1.05,,0.48,,0.05,-0.4,29.28,0.0,50.0
INDU-A.ST,"Industrivärden, AB ser. A",Financial Services,12.13,0.96,,0.04,,0.02,2.28,9.19,0.0,37.5
SPX.L,SPIRAX GROUP PLC ORD 26 12/13P,Industrials,23.75,374.98,2.79,0.85,,0.0,-0.65,-22.13,0.72,50.0
BS6.SI,YZJ Shipbldg SGD,Industrials,8.2,0.41,0.86,0.22,,0.23,25.88,22.25,2.34,87.5
QAN.AX,QANTAS FPO [QAN],Industrials,13.18,22.84,,9.73,,0.02,1.02,90.56,0.0,37.5
SAGA-B.ST,Sagax AB B,Real Estate,16.8,2.45,,0.89,0.08,0.02,-0.47,-17.12,0.0,25.0
SAP.TO,SAPUTO INC.,Consumer Defensive,,1.98,,0.53,0.01,0.03,14.82,4.29,0.0,25.0
AVOL.SW,AVOLTA N,Consumer Cyclical,55.93,3.47,2.52,6.0,,0.02,1.22,48.17,0.79,37.5
AKE,,,,,,0.0,,,,,0.0,12.5
BKW.SW,BKW N,Utilities,15.27,1.82,,0.34,,0.02,2.39,18.02,0.0,50.0
DHER,,,,,,0.0,,,,,0.0,12.5
3003.T,HULIC CO LTD,Real Estate,11.65,1.41,,2.57,0.05,0.04,7.89,17.35,0.0,12.5
SOF,Amplify ETF Trust Amplify Samsu,,,,,0.0,,,0.39,4.57,0.0,12.5
UHR.SW,SWATCH GROUP I,Consumer Cyclical,120.21,0.61,1.11,0.02,,0.03,6.14,-18.66,1.81,50.0
TEP,"Tallgrass Energy Partners, LP",,,,,0.0,,,,,0.0,12.5
ANA,,,,,,0.0,,,,,0.0,12.5
IVN.TO,IVANHOE MINES LTD,Basic Materials,29.12,3.04,,0.23,0.05,0.0,8.88,-23.81,0.0,25.0
BARN.SW,BARRY CALLEBAUT N,Consumer Defensive,38.0,2.0,0.49,2.84,,0.03,4.35,-29.12,4.12,37.5
9143.T,SG HOLDINGS CO LTD,Industrials,18.87,1.89,,0.35,0.07,0.03,9.77,19.21,0.0,37.5
7752.T,RICOH CO,Industrials,17.04,0.73,,0.48,0.02,0.03,-1.7,10.68,0.0,50.0
PHNX.L,PHOENIX GROUP HOLDINGS PLC ORD ,Financial Services,,559.26,,2.8,,0.0,6.76,27.73,0.0,12.5
8331.T,CHIBA BANK,Financial Services,13.66,0.88,,0.0,,0.03,8.66,45.04,0.0,25.0
BOL,469208,,,,,0.0,,,,,0.0,12.5
ILS,ETF Opportunities Trust Brookmo,,,,,0.0,,0.0,,,0.0,12.5
NZD,,,,,,0.0,,,,,0.0,12.5
DKK,1800,,,,,0.0,,,,,0.0,12.5
SEK,,,,,,0.0,,,,,0.0,12.5
EUR,,,,,,0.0,,,,,0.0,12.5
2299955D.TO,,,,,,0.0,,,,,0.0,12.5
TPU5.T,,,,,,0.0,,,,,0.0,12.5
Z-U5.L,,,,,,0.0,,,,,0.0,12.5
VGU5,,,,,,0.0,,,,,0.0,12.5
ESU5,,,,,,0.0,,,,,0.0,12.5
AUD,,,,,,0.0,,,,,0.0,12.5
JPY,Lazard Japanese Equity ETF,,15.19,,,0.0,,,,,0.0,25.0
SEK.ST,,,,,,0.0,,,,,0.0,12.5
GBP,167147,,,,,0.0,,,,,0.0,12.5
SGD,Safe and Green Development Corp,Real Estate,,16.67,,31.57,-0.43,0.0,44.11,-73.17,0.0,0.0
HKD,AMTD Digital Inc.,Technology,7.13,17.63,,0.26,,0.0,,,0.0,62.5
CAD,PIMCO Canada Bond Index Exchang,,,,,0.0,,,,,0.0,12.5
CHF,22732,,,,,0.0,,,,,0.0,12.5
NOK,Nokia Corporation Sponsored,Technology,22.78,1.12,1.8,0.21,0.07,0.03,,,1.11,62.5
GBP.L,,,,,,0.0,,,,,0.0,12.5
LUND-B.ST,"Lundbergföretagen AB, L E ser.",Industrials,23.53,1.03,,0.14,0.08,0.01,0.62,-6.42,0.0,37.5
BALD-B.ST,Fastighets AB Balder ser. B,Real Estate,13.19,0.9,,1.34,0.04,0.0,1.08,-13.83,0.0,25.0
LATO-B.ST,"Latour, Investmentab. ser. B",Industrials,32.59,3.64,,0.42,0.11,0.02,0.0,-13.04,0.0,50.0
RAA,SMI 3Fourteen REAL Asset Alloca,,26.94,,,0.0,,0.0,1.78,5.15,0.0,25.0
9023.T,TOKYO METRO CO LTD,Industrials,18.59,1.4,,1.52,0.03,0.02,4.97,1.1,0.0,25.0
INW,,,,,,0.0,,,,,0.0,12.5
GRF,"Eagle Capital Growth Fund, Inc.",Financial Services,7.19,0.87,,0.0,,0.07,1.72,12.95,0.0,37.5
19.HK,,,,,,0.0,,,,,0.0,12.5
9202.T,ANA HOLDINGS INC,Industrials,10.07,1.24,,1.25,0.04,0.02,-0.61,7.01,0.0,25.0
MEL.NZ,Meridian Energy Limited (NS) Or,Utilities,140.0,1.85,,0.22,,0.04,-4.44,-6.56,0.0,25.0
7181.T,JAPAN POST INSURANCE CO LTD,Financial Services,12.6,0.48,,1.55,0.01,0.03,18.62,55.52,0.0,37.5
HOLM-B.ST,Holmen AB ser. B,Basic Materials,21.23,1.07,,0.09,0.07,0.02,2.67,-1.08,0.0,37.5
4768.T,OTSUKA CORPORATION,Technology,19.5,3.14,,0.02,0.16,0.04,6.54,-0.87,0.0,75.0
7550.T,ZENSHO HOLDINGS CO LTD,Consumer Cyclical,32.9,5.16,,1.52,0.05,0.01,-2.79,40.68,0.0,37.5
3038.T,KOBE BUSSAN CO LTD,Consumer Defensive,39.36,6.4,,0.22,0.11,0.01,-4.73,4.38,0.0,62.5
BEPC.TO,BROOKFIELD RENEWABLE CORPORATIO,Utilities,,136.4,,1.34,0.05,0.03,1.41,24.46,0.0,12.5
EDPR,,,,,,0.0,,,,,0.0,12.5
6645.T,OMRON CORP,Technology,45.45,0.95,0.57,0.22,0.01,0.03,-6.83,-27.47,3.49,50.0
G13.SI,Genting Sing,Consumer Cyclical,18.62,1.08,2.32,0.0,,0.0,0.68,-3.69,0.86,62.5
SDR.L,SCHRODERS PLC ORD 20P,Financial Services,18.03,146.56,,0.13,,0.0,4.75,17.27,0.0,37.5
FDJU,,,,,,0.0,,,,,0.0,12.5
NEXI,"NexImmune, Inc.",Healthcare,,0.0,,0.0,-11.04,0.0,100.0,-99.98,0.0,12.5
AZRG.TA,AZRIELI GROUP,Real Estate,26.24,159.14,,1.15,0.06,0.0,-2.58,29.46,0.0,25.0
HIK.L,HIKMA PHARMACEUTICALS PLC ORD S,Healthcare,13.92,166.05,,0.56,,0.0,-11.81,-12.62,0.0,50.0
IGM.TO,IGM FINANCIAL INC.,Financial Services,11.55,1.38,,0.31,0.09,0.05,11.39,37.98,0.0,37.5
JDEP,,,,,,0.0,,,,,0.0,12.5
BCVN.SW,BC VAUD N,Financial Services,18.44,2.07,,0.0,,0.05,-1.3,6.98,0.0,25.0
INPST,,,,,,0.0,,,,,0.0,12.5
12.HK,,,,,,0.0,,,,,0.0,12.5
2587.T,SUNTORY BEVERAGE & FOOD LIMITED,Consumer Defensive,16.73,1.21,,0.04,0.09,0.03,5.44,-1.84,0.0,37.5
2897.T,NISSIN FOODS HOLDINGS CO. LTD.,Consumer Defensive,15.44,1.76,,0.3,0.05,0.03,-3.12,-20.73,0.0,25.0
6465.T,HOSHIZAKI CORPORATION,Industrials,21.08,2.33,2.42,0.01,0.1,0.01,13.28,43.55,0.83,50.0
2267.T,YAKULT HONSHA CO,Consumer Defensive,16.1,1.3,3.56,0.16,0.06,0.03,-9.15,-13.51,0.56,37.5
LOTB,,,,,,0.0,,,,,0.0,12.5
9719.T,SCSK CORP,Technology,32.12,4.99,,1.31,0.06,0.02,8.58,76.14,0.0,50.0
REH.AX,REECE FPO [REH],Industrials,24.38,2.23,,0.48,,0.02,1.36,-44.35,0.0,37.5
DKK.CO,,,,,,0.0,,,,,0.0,12.5
SALM.OL,SALMAR,Consumer Defensive,34.33,3.37,,1.07,,0.05,9.75,-20.93,0.0,12.5
9613.T,NTT DATA GROUP CORPORATION,Technology,38.91,3.04,,0.99,,0.01,-0.05,113.41,0.0,12.5
NZD.NZ,,,,,,0.0,,,,,0.0,12.5
1308.HK,SITC,Industrials,8.97,29.88,,0.16,,0.01,9.82,81.56,0.0,62.5
4.HK,,,,,,0.0,,,,,0.0,12.5
4324.T,DENTSU GROUP INC,Communication Services,,1.23,,0.77,0.03,0.04,3.34,-14.6,0.0,0.0
JD..L,,,,,,0.0,,,,,0.0,12.5
3092.T,ZOZO INC,Consumer Cyclical,30.18,15.43,2.34,0.23,0.26,0.02,0.23,9.47,0.86,75.0
DIA,SPDR Dow Jones Industrial Avera,,22.43,1.23,,0.0,,0.01,-0.54,13.63,0.0,25.0
RED,,,,,,0.0,,,,,0.0,12.5
BCE.TO,BCE INC.,Communication Services,79.79,2.13,,2.04,0.06,0.11,2.79,-23.6,0.0,12.5
NOK.OL,,,,,,0.0,,,,,0.0,12.5
AUD.AX,,,,,,0.0,,,,,0.0,12.5
ILS.TA,,,,,,0.0,,,,,0.0,12.5
SGD.SI,First State Asia Innovation,,,,,0.0,,,,,0.0,12.5
ETD_JPY.T,,,,,,0.0,,,,,0.0,12.5
MARGIN_JPY.T,,,,,,0.0,,,,,0.0,12.5
9201.T,JAPAN AIRLINES CO LTD,Industrials,12.87,1.19,,0.74,0.03,0.03,6.77,41.61,0.0,37.5
CHF.SW,,,,,,0.0,,,,,0.0,12.5
